parent_sked,parent_sked_part,in_a_group,db_table,ordering,db_name,xpath,irs_type,db_type,line_number,description,version_start,version_end
IRS990ScheduleG,skedg_part_i,True,SkdGFndrsrActvtyInf,146,OrgnztnBsnssNm_BsnssNmLn1Txt,/IRS990ScheduleG/FundraiserActivityInfoGrp/OrganizationBusinessName/BusinessNameLine1Txt,BusinessNameLine1Type,String(length=75),Part I Line 2b; Line 2b Column (i),"If Line 2a is ""Yes,"" list the ten highest paid individuals or entities (fundraisers) pursuant to agreements under which the fundraiser is to be compensated at least $5,000 by the organization; Name of entity (fundraiser); Business name line 1",2014,
IRS990ScheduleG,skedg_part_i,True,SkdGFndrsrActvtyInf,128,OrgnztnBsnssNm_BsnssNmLn2Txt,/IRS990ScheduleG/FundraiserActivityInfoGrp/OrganizationBusinessName/BusinessNameLine2,BusinessNameLine2Type,String(length=75),Part I Line 2b; Line 2b Column (i),"If Line 2a is ""Yes,"" list the ten highest paid individuals or entities (fundraisers) pursuant to agreements under which the fundraiser is to be compensated at least $5,000 by the organization; Name of entity (fundraiser); Business name line 2",2013,2013
IRS990ScheduleG,skedg_part_i,True,SkdGFndrsrActvtyInf,112,OrgnztnBsnssNm_BsnssNmLn2Txt,/IRS990ScheduleG/FundraiserActivityInfoGrp/OrganizationBusinessName/BusinessNameLine2Txt,BusinessNameLine2Type,String(length=75),Part I Line 2b; Line 2b Column (i),"If Line 2a is ""Yes,"" list the ten highest paid individuals or entities (fundraisers) pursuant to agreements under which the fundraiser is to be compensated at least $5,000 by the organization; Name of entity (fundraiser); Business name line 2",2014,
IRS990ScheduleG,skedg_part_i,True,SkdGFndrsrActvtyInf,176,FndrsrActvtyInf_PrsnNm,/IRS990ScheduleG/FundraiserActivityInfoGrp/PersonNm,PersonNameType,String(length=35),Part I Line 2b; Line 2b Column (i),"If Line 2a is ""Yes,"" list the ten highest paid individuals or entities (fundraisers) pursuant to agreements under which the fundraiser is to be compensated at least $5,000 by the organization; Name of individual",2013,
IRS990ScheduleG,skedg_part_i,True,SkdGFndrsrActvtyInf,12,FndrsrActvtyInf_RtndByCntrctrAmt,/IRS990ScheduleG/FundraiserActivityInfoGrp/RetainedByContractorAmt,USAmountType,BigInteger,Part I Line 2b; Part I Line 2b(v),"If Line 2a is ""Yes,"" list the ten highest paid individuals or entities (fundraisers) pursuant to agreements under which the fundraiser is to be compensated at least $5,000 by the organization; Amount paid to (or retained by) fundraiser listed in (i)",2013,
IRS990ScheduleG,skedg_part_i,True,SkdGFndrsrActvtyInf,143,USAddrss_AddrssLn1Txt,/IRS990ScheduleG/FundraiserActivityInfoGrp/USAddress/AddressLine1,StreetAddressType,String(length=35),Part I Line 2b; Line 2b Column (i),"If Line 2a is ""Yes,"" list the ten highest paid individuals or entities (fundraisers) pursuant to agreements under which the fundraiser is to be compensated at least $5,000 by the organization; US address of individual or organization; Address line 1",2013,2013
IRS990ScheduleG,skedg_part_i,True,SkdGFndrsrActvtyInf,111,USAddrss_AddrssLn1Txt,/IRS990ScheduleG/FundraiserActivityInfoGrp/USAddress/AddressLine1Txt,StreetAddressType,String(length=35),Part I Line 2b; Line 2b Column (i),"If Line 2a is ""Yes,"" list the ten highest paid individuals or entities (fundraisers) pursuant to agreements under which the fundraiser is to be compensated at least $5,000 by the organization; US address of individual or organization; Address line 1",2014,
IRS990ScheduleG,skedg_part_i,True,SkdGFndrsrActvtyInf,2,USAddrss_AddrssLn2Txt,/IRS990ScheduleG/FundraiserActivityInfoGrp/USAddress/AddressLine2,StreetAddressType,String(length=35),Part I Line 2b; Line 2b Column (i),"If Line 2a is ""Yes,"" list the ten highest paid individuals or entities (fundraisers) pursuant to agreements under which the fundraiser is to be compensated at least $5,000 by the organization; US address of individual or organization; Address line 2",2013,2013
IRS990ScheduleG,skedg_part_i,True,SkdGFndrsrActvtyInf,34,USAddrss_AddrssLn2Txt,/IRS990ScheduleG/FundraiserActivityInfoGrp/USAddress/AddressLine2Txt,StreetAddressType,String(length=35),Part I Line 2b; Line 2b Column (i),"If Line 2a is ""Yes,"" list the ten highest paid individuals or entities (fundraisers) pursuant to agreements under which the fundraiser is to be compensated at least $5,000 by the organization; US address of individual or organization; Address line 2",2014,
IRS990ScheduleG,skedg_part_i,True,SkdGFndrsrActvtyInf,173,USAddrss_CtyNm,/IRS990ScheduleG/FundraiserActivityInfoGrp/USAddress/City,CityType,String(length=22),Part I Line 2b; Line 2b Column (i),"If Line 2a is ""Yes,"" list the ten highest paid individuals or entities (fundraisers) pursuant to agreements under which the fundraiser is to be compensated at least $5,000 by the organization; US address of individual or organization; City",2013,2013
IRS990ScheduleG,skedg_part_i,True,SkdGFndrsrActvtyInf,62,USAddrss_CtyNm,/IRS990ScheduleG/FundraiserActivityInfoGrp/USAddress/CityNm,CityType,String(length=22),Part I Line 2b; Line 2b Column (i),"If Line 2a is ""Yes,"" list the ten highest paid individuals or entities (fundraisers) pursuant to agreements under which the fundraiser is to be compensated at least $5,000 by the organization; US address of individual or organization; City",2014,
IRS990ScheduleG,skedg_part_i,True,SkdGFndrsrActvtyInf,30,USAddrss_SttAbbrvtnCd,/IRS990ScheduleG/FundraiserActivityInfoGrp/USAddress/State,StateType,String(length=2),Part I Line 2b; Line 2b Column (i),"If Line 2a is ""Yes,"" list the ten highest paid individuals or entities (fundraisers) pursuant to agreements under which the fundraiser is to be compensated at least $5,000 by the organization; US address of individual or organization; State",2013,2013
IRS990ScheduleG,skedg_part_i,True,SkdGFndrsrActvtyInf,68,USAddrss_SttAbbrvtnCd,/IRS990ScheduleG/FundraiserActivityInfoGrp/USAddress/StateAbbreviationCd,StateType,String(length=2),Part I Line 2b; Line 2b Column (i),"If Line 2a is ""Yes,"" list the ten highest paid individuals or entities (fundraisers) pursuant to agreements under which the fundraiser is to be compensated at least $5,000 by the organization; US address of individual or organization; State",2014,
IRS990ScheduleG,skedg_part_i,True,SkdGFndrsrActvtyInf,43,USAddrss_ZIPCd,/IRS990ScheduleG/FundraiserActivityInfoGrp/USAddress/ZIPCd,ZIPCodeType,String(length=15),Part I Line 2b; Line 2b Column (i),"If Line 2a is ""Yes,"" list the ten highest paid individuals or entities (fundraisers) pursuant to agreements under which the fundraiser is to be compensated at least $5,000 by the organization; US address of individual or organization; ZIP code",2014,
IRS990ScheduleG,skedg_part_i,True,SkdGFndrsrActvtyInf,108,USAddrss_ZIPCd,/IRS990ScheduleG/FundraiserActivityInfoGrp/USAddress/ZIPCode,ZIPCodeType,String(length=15),Part I Line 2b; Line 2b Column (i),"If Line 2a is ""Yes,"" list the ten highest paid individuals or entities (fundraisers) pursuant to agreements under which the fundraiser is to be compensated at least $5,000 by the organization; US address of individual or organization; ZIP code",2013,2013
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,9,CshPrzsEvnt1Amt,/IRS990ScheduleG/FundraisingEventInformationGrp/CashPrizesEvent1Amt,USAmountType,BigInteger,Part II; Line 4 Column (a),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Cash prizes, event no.1",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,91,CshPrzsEvnt2Amt,/IRS990ScheduleG/FundraisingEventInformationGrp/CashPrizesEvent2Amt,USAmountType,BigInteger,Part II; Line 4 Column (b),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Cash prizes, event no.2",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,20,CshPrzsOthrEvntsAmt,/IRS990ScheduleG/FundraisingEventInformationGrp/CashPrizesOtherEventsAmt,USAmountType,BigInteger,Part II; Line 4 Column (c),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Cash prizes, other events",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,186,CshPrzsTtlEvntsAmt,/IRS990ScheduleG/FundraisingEventInformationGrp/CashPrizesTotalEventsAmt,USAmountType,BigInteger,Part II; Line 4 Column (d),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Cash prizes, total",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,92,ChrtblCntrEvnt1Amt,/IRS990ScheduleG/FundraisingEventInformationGrp/CharitableContriEvent1Amt,USAmountType,BigInteger,Part II; Line 2 Column (a),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Charitable contributions, event no.1",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,158,ChrtblCntrEvnt2Amt,/IRS990ScheduleG/FundraisingEventInformationGrp/CharitableContriEvent2Amt,USAmountType,BigInteger,Part II; Line 2 Column (b),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Charitable contributions, event no.2",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,185,ChrtblCntrOthrEvntsAmt,/IRS990ScheduleG/FundraisingEventInformationGrp/CharitableContriOtherEventsAmt,USAmountType,BigInteger,Part II; Line 2 Column (c),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Charitable contributions, other events",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,81,ChrtblCntrbtnsTtAmt,/IRS990ScheduleG/FundraisingEventInformationGrp/CharitableContributionsTotAmt,USAmountType,BigInteger,Part II; Line 2 Column (d),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Charitable contributions, total",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,7,DrctExpnsSmmryEvntsAmt,/IRS990ScheduleG/FundraisingEventInformationGrp/DirectExpenseSummaryEventsAmt,USAmountType,BigInteger,Part II; Line 10 Column (d),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Direct expense summary",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,50,EntrtnmntEvnt1Amt,/IRS990ScheduleG/FundraisingEventInformationGrp/EntertainmentEvent1Amt,USAmountType,BigInteger,Part II; Line 8 Column (a),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Entertainment expenses, event no.1",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,97,EntrtnmntEvnt2Amt,/IRS990ScheduleG/FundraisingEventInformationGrp/EntertainmentEvent2Amt,USAmountType,BigInteger,Part II; Line 8 Column (b),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Entertainment expenses, event no.2",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,117,EntrtnmntOthrEvntsAmt,/IRS990ScheduleG/FundraisingEventInformationGrp/EntertainmentOtherEventsAmt,USAmountType,BigInteger,Part II; Line 8 Column (c),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Entertainment expenses, other events",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,90,EntrtnmntTtlEvntsAmt,/IRS990ScheduleG/FundraisingEventInformationGrp/EntertainmentTotalEventsAmt,USAmountType,BigInteger,Part II; Line 8 Column (d),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Entertainment costs, total",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,82,Evnt1Nm,/IRS990ScheduleG/FundraisingEventInformationGrp/Event1Nm,LineExplanationType,String(length=100),Part II; Column (a),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Name of event no.1",2014,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,192,Evnt2Nm,/IRS990ScheduleG/FundraisingEventInformationGrp/Event2Nm,LineExplanationType,String(length=100),Part II; Column (b),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Name of event no.2",2014,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,59,FdAndBvrgEvnt1Amt,/IRS990ScheduleG/FundraisingEventInformationGrp/FoodAndBeverageEvent1Amt,USAmountType,BigInteger,Part II; Line 7 Column (a),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Food and beverage expenses, event no.1",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,17,FdAndBvrgEvnt2Amt,/IRS990ScheduleG/FundraisingEventInformationGrp/FoodAndBeverageEvent2Amt,USAmountType,BigInteger,Part II; Line 7 Column (b),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Food and beverage expenses, event no.2",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,137,FdAndBvrgOthrEvntsAmt,/IRS990ScheduleG/FundraisingEventInformationGrp/FoodAndBeverageOtherEventsAmt,USAmountType,BigInteger,Part II; Line 7 Column (c),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Food and beverage expenses, other events",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,67,FdAndBvrgTtlEvntsAmt,/IRS990ScheduleG/FundraisingEventInformationGrp/FoodAndBeverageTotalEventsAmt,USAmountType,BigInteger,Part II; Line 7 Column (d),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Food and beverage costs, total",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,145,GrssRcptsEvnt1Amt,/IRS990ScheduleG/FundraisingEventInformationGrp/GrossReceiptsEvent1Amt,USAmountNNType,BigInteger,Part II; Line 1 Column (a),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Gross receipts, event no.1",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,196,GrssRcptsEvnt2Amt,/IRS990ScheduleG/FundraisingEventInformationGrp/GrossReceiptsEvent2Amt,USAmountNNType,BigInteger,Part II; Line 1 Column (b),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Gross receipts, event no.2",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,116,GrssRcptsOthrEvntsAmt,/IRS990ScheduleG/FundraisingEventInformationGrp/GrossReceiptsOtherEventsAmt,USAmountNNType,BigInteger,Part II; Line 1 Column (c),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Gross receipts, other events",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,31,GrssRcptsTtlAmt,/IRS990ScheduleG/FundraisingEventInformationGrp/GrossReceiptsTotalAmt,USAmountNNType,BigInteger,Part II; Line 1 Column (d),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Gross receipts, total",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,144,GrssRvnEvnt1Amt,/IRS990ScheduleG/FundraisingEventInformationGrp/GrossRevenueEvent1Amt,USAmountType,BigInteger,Part II; Line 3 Column (a),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Gross revenue, event no.1",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,105,GrssRvnEvnt2Amt,/IRS990ScheduleG/FundraisingEventInformationGrp/GrossRevenueEvent2Amt,USAmountType,BigInteger,Part II; Line 3 Column (b),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Gross revenue, event no.2",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,70,GrssRvnOthrEvntsAmt,/IRS990ScheduleG/FundraisingEventInformationGrp/GrossRevenueOtherEventsAmt,USAmountType,BigInteger,Part II; Line 3 Column (c),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Gross revenue, other events",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,190,GrssRvnTtlEvntsAmt,/IRS990ScheduleG/FundraisingEventInformationGrp/GrossRevenueTotalEventsAmt,USAmountType,BigInteger,Part II; Line 3 Column (d),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Gross revenue, total",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,48,Evnt1Nm,/IRS990ScheduleG/FundraisingEventInformationGrp/NameOfEvent1Amt,LineExplanationType,String(length=100),Part II; Column (a),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Name of event no.1",2013,2013
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,94,Evnt2Nm,/IRS990ScheduleG/FundraisingEventInformationGrp/NameOfEvent2Amt,LineExplanationType,String(length=100),Part II; Column (b),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Name of event no.2",2013,2013
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,55,NtIncmSmmryAmt,/IRS990ScheduleG/FundraisingEventInformationGrp/NetIncomeSummaryAmt,USAmountType,BigInteger,Part II; Line 11 Column (d),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Net income summary",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,74,NnCshPrzsEvnt1Amt,/IRS990ScheduleG/FundraisingEventInformationGrp/NonCashPrizesEvent1Amt,USAmountType,BigInteger,Part II; Line 5 Column (a),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Non-cash prizes, event no.1",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,171,NnCshPrzsEvnt2Amt,/IRS990ScheduleG/FundraisingEventInformationGrp/NonCashPrizesEvent2Amt,USAmountType,BigInteger,Part II; Line 5 Column (b),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Non-cash prizes, event no.2",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,86,NnCshPrzsOthrEvntsAmt,/IRS990ScheduleG/FundraisingEventInformationGrp/NonCashPrizesOtherEventsAmt,USAmountType,BigInteger,Part II; Line 5 Column (c),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Non-cash prizes, other events",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,126,NnCshPrzsTtlEvntsAmt,/IRS990ScheduleG/FundraisingEventInformationGrp/NonCashPrizesTotalEventsAmt,USAmountType,BigInteger,Part II; Line 5 Column (d),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Non-cash prizes, total",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,129,OthDrctExpnssOthrEvntsAmt,/IRS990ScheduleG/FundraisingEventInformationGrp/OthDirectExpnssOtherEventsAmt,USAmountType,BigInteger,Part II; Line 9 Column (c),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Other direct expenses, other events",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,119,OthDrctExpnssTtlEvntsAmt,/IRS990ScheduleG/FundraisingEventInformationGrp/OthDirectExpnssTotalEventsAmt,USAmountType,BigInteger,Part II; Line 9 Column (d),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Other direct expenses, total",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,83,OthrDrctExpnssEvnt1Amt,/IRS990ScheduleG/FundraisingEventInformationGrp/OtherDirectExpensesEvent1Amt,USAmountType,BigInteger,Part II; Line 9 Column (a),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Other direct expenses, event no.1",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,21,OthrDrctExpnssEvnt2Amt,/IRS990ScheduleG/FundraisingEventInformationGrp/OtherDirectExpensesEvent2Amt,USAmountType,BigInteger,Part II; Line 9 Column (b),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Other direct expenses, event no.2",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,121,OthrEvntsTtlCnt,/IRS990ScheduleG/FundraisingEventInformationGrp/OtherEventsTotalCnt,IntegerNNType,BigInteger,Part II; Column (c),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Other events: total number",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,87,RntFcltyCstsEvnt1Amt,/IRS990ScheduleG/FundraisingEventInformationGrp/RentFacilityCostsEvent1Amt,USAmountType,BigInteger,Part II; Line 6 Column (a),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Rent or facility costs, event no.1",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,100,RntFcltyCstsEvnt2Amt,/IRS990ScheduleG/FundraisingEventInformationGrp/RentFacilityCostsEvent2Amt,USAmountType,BigInteger,Part II; Line 6 Column (b),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Rent or facility costs, event no.2",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,138,RntFcltyCstsOthrEvntsAmt,/IRS990ScheduleG/FundraisingEventInformationGrp/RentFcltyCostsOtherEventsAmt,USAmountType,BigInteger,Part II; Line 6 Column (c),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Rent or facility costs, other events",2013,
IRS990ScheduleG,skedg_part_ii,False,skedg_part_ii,79,RntFcltyCstsTtlEvntsAmt,/IRS990ScheduleG/FundraisingEventInformationGrp/RentFcltyCostsTotalEventsAmt,USAmountType,BigInteger,Part II; Line 6 Column (d),"Complete if the organization answered ""Yes"" to Form 990, Part IV, line 18, or reported more than $15,000 on Form 990-EZ, line 6a; Rent or facility costs, total",2013,
IRS990ScheduleG,skedg_part_iii,False,skedg_part_iii,130,GmngInfrmtn_CshPrzsBngAmt,/IRS990ScheduleG/GamingInformationGrp/CashPrizesBingoAmt,USAmountType,BigInteger,Part III Lines 1-8; Line 2 Column (a),"Complete this part if the organization reported more than $15,000 on Form 990, Part VIII, line 9a or on Form 990-EZ, line 6a; Cash prizes, bingo",2013,
IRS990ScheduleG,skedg_part_iii,False,skedg_part_iii,88,GmngInfrmtn_CshPrzsOthrGmngAmt,/IRS990ScheduleG/GamingInformationGrp/CashPrizesOtherGamingAmt,USAmountType,BigInteger,Part III Lines 1-8; Line 2 Column (c),"Complete this part if the organization reported more than $15,000 on Form 990, Part VIII, line 9a or on Form 990-EZ, line 6a; Cash prizes, other gaming",2013,
IRS990ScheduleG,skedg_part_iii,False,skedg_part_iii,36,GmngInfrmtn_CshPrzsPllTbsAmt,/IRS990ScheduleG/GamingInformationGrp/CashPrizesPullTabsAmt,USAmountType,BigInteger,Part III Lines 1-8; Line 2 Column (b),"Complete this part if the organization reported more than $15,000 on Form 990, Part VIII, line 9a or on Form 990-EZ, line 6a; Cash prizes, pull tabs",2013,
IRS990ScheduleG,skedg_part_iii,False,skedg_part_iii,56,GmngInfrmtn_CshPrzsTtlGmngAmt,/IRS990ScheduleG/GamingInformationGrp/CashPrizesTotalGamingAmt,USAmountType,BigInteger,Part III Lines 1-8; Line 2 Column (d),"Complete this part if the organization reported more than $15,000 on Form 990, Part VIII, line 9a or on Form 990-EZ, line 6a; Cash prizes, total",2013,
IRS990ScheduleG,skedg_part_iii,False,skedg_part_iii,103,GmngInfrmtn_DrctExpnsSmmryGmngAmt,/IRS990ScheduleG/GamingInformationGrp/DirectExpenseSummaryGamingAmt,USAmountType,BigInteger,Part III Lines 1-8; Line 7,"Complete this part if the organization reported more than $15,000 on Form 990, Part VIII, line 9a or on Form 990-EZ, line 6a; Direct expense summary",2013,
IRS990ScheduleG,skedg_part_iii,False,skedg_part_iii,178,GmngInfrmtn_GrssRvnBngAmt,/IRS990ScheduleG/GamingInformationGrp/GrossRevenueBingoAmt,USAmountType,BigInteger,Part III Lines 1-8; Line 1 Column (a),"Complete this part if the organization reported more than $15,000 on Form 990, Part VIII, line 9a or on Form 990-EZ, line 6a; Gross revenue, bingo",2013,
IRS990ScheduleG,skedg_part_iii,False,skedg_part_iii,151,GmngInfrmtn_GrssRvnOthrGmngAmt,/IRS990ScheduleG/GamingInformationGrp/GrossRevenueOtherGamingAmt,USAmountType,BigInteger,Part III Lines 1-8; Line 1 Column (c),"Complete this part if the organization reported more than $15,000 on Form 990, Part VIII, line 9a or on Form 990-EZ, line 6a; Gross revenue, other gaming",2013,
IRS990ScheduleG,skedg_part_iii,False,skedg_part_iii,65,GmngInfrmtn_GrssRvnPllTbsAmt,/IRS990ScheduleG/GamingInformationGrp/GrossRevenuePullTabsAmt,USAmountType,BigInteger,Part III Lines 1-8; Line 1 Column (b),"Complete this part if the organization reported more than $15,000 on Form 990, Part VIII, line 9a or on Form 990-EZ, line 6a; Gross revenue, pull tabs",2013,
IRS990ScheduleG,skedg_part_iii,False,skedg_part_iii,120,GmngInfrmtn_GrssRvnTtlGmngAmt,/IRS990ScheduleG/GamingInformationGrp/GrossRevenueTotalGamingAmt,USAmountType,BigInteger,Part III Lines 1-8; Line 1 Column (d),"Complete this part if the organization reported more than $15,000 on Form 990, Part VIII, line 9a or on Form 990-EZ, line 6a; Gross revenue, total",2013,
IRS990ScheduleG,skedg_part_iii,False,skedg_part_iii,42,GmngInfrmtn_NtGmngIncmSmmryAmt,/IRS990ScheduleG/GamingInformationGrp/NetGamingIncomeSummaryAmt,USAmountType,BigInteger,Part III Lines 1-8; Line 8,"Complete this part if the organization reported more than $15,000 on Form 990, Part VIII, line 9a or on Form 990-EZ, line 6a; Net gaming income summary",2013,
IRS990ScheduleG,skedg_part_iii,False,skedg_part_iii,5,GmngInfrmtn_NnCshPrzsBngAmt,/IRS990ScheduleG/GamingInformationGrp/NonCashPrizesBingoAmt,USAmountType,BigInteger,Part III Lines 1-8; Line 3 Column (a),"Complete this part if the organization reported more than $15,000 on Form 990, Part VIII, line 9a or on Form 990-EZ, line 6a; Non-cash prizes, bingo",2013,
IRS990ScheduleG,skedg_part_iii,False,skedg_part_iii,98,GmngInfrmtn_NnCshPrzsOthrGmngAmt,/IRS990ScheduleG/GamingInformationGrp/NonCashPrizesOtherGamingAmt,USAmountType,BigInteger,Part III Lines 1-8; Line 3 Column (c),"Complete this part if the organization reported more than $15,000 on Form 990, Part VIII, line 9a or on Form 990-EZ, line 6a; Non-cash prizes, other gaming",2013,
